date,open,high,low,close,volume,tic
2009-04-01,29.940000534057617,30.8799991607666,29.790000915527344,27.118024826049805,137.95,QQQ
2009-04-02,31.31999969482422,32.27000045776367,31.229999542236328,27.990516662597656,212.2724,QQQ
2009-04-03,32.09000015258789,32.400001525878906,31.829999923706055,28.510501861572266,134.5773,QQQ
2009-04-06,31.989999771118164,32.33000183105469,31.649999618530273,28.439992904663086,160.4137,QQQ
2009-04-07,31.920000076293945,31.920000076293945,31.209999084472656,27.69087791442871,147.5312,QQQ
2009-04-08,31.729999542236328,32.150001525878906,31.489999771118164,28.15796661376953,126.126,QQQ
2009-04-09,32.54999923706055,33.0099983215332,32.43000030517578,29.030467987060547,131.8715,QQQ
2009-04-13,32.84000015258789,33.06999969482422,32.529998779296875,28.986398696899414,119.3105,QQQ
2009-04-14,32.689998626708984,32.880001068115234,32.27000045776367,28.633882522583008,124.069,QQQ
2009-04-15,32.2599983215332,32.43000030517578,31.850000381469727,28.5545654296875,124.8082,QQQ
2009-04-16,32.849998474121094,33.43000030517578,32.5099983215332,29.294872283935547,171.168,QQQ
2009-04-17,33.16999816894531,33.5,32.93000030517578,29.35655403137207,129.8354,QQQ
2009-04-20,32.709999084472656,32.81999969482422,32.060001373291016,28.413558959960938,123.0805,QQQ
2009-04-21,32.119998931884766,32.7400016784668,32.08000183105469,28.810144424438477,145.4902,QQQ
2009-04-22,32.5,33.529998779296875,32.38999938964844,28.898277282714844,165.0405,QQQ
2009-04-23,33.0,33.13999938964844,32.4900016784668,29.1802921295166,181.6666,QQQ
2009-04-24,33.34000015258789,33.93000030517578,33.06999969482422,29.691452026367188,141.17,QQQ
2009-04-27,33.41999816894531,34.060001373291016,33.349998474121094,29.726713180541992,120.7491,QQQ
2009-04-28,33.52000045776367,33.90999984741211,33.36000061035156,29.506378173828125,108.968,QQQ
2009-04-29,33.75,34.400001525878906,33.70000076293945,29.911787033081055,141.4136,QQQ
2009-04-30,34.38999938964844,34.900001525878906,34.040000915527344,30.211427688598633,144.1204,QQQ
2009-05-01,34.27000045776367,34.540000915527344,34.0099983215332,30.29074478149414,100.112,QQQ
2009-05-04,34.68000030517578,35.09000015258789,34.52000045776367,30.890047073364258,119.3174,QQQ
2009-05-05,34.9900016784668,35.060001373291016,34.630001068115234,30.863609313964844,113.5695,QQQ
2009-05-06,35.290000915527344,35.34000015258789,34.459999084472656,30.872411727905273,178.8405,QQQ
2009-05-07,35.27000045776367,35.27000045776367,33.880001068115234,30.149736404418945,216.4847,QQQ
2009-05-08,34.470001220703125,34.7400016784668,33.880001068115234,30.167369842529297,183.5073,QQQ
2009-05-11,33.790000915527344,34.720001220703125,33.68000030517578,30.27312469482422,142.7759,QQQ
2009-05-12,34.41999816894531,34.47999954223633,33.52000045776367,29.902969360351562,147.8422,QQQ
2009-05-13,33.630001068115234,33.650001525878906,32.959999084472656,29.100976943969727,175.5483,QQQ
2009-05-14,33.099998474121094,33.70000076293945,33.08000183105469,29.42706298828125,140.0217,QQQ
2009-05-15,33.34000015258789,33.81999969482422,33.22999954223633,29.409435272216797,121.3264,QQQ
2009-05-18,33.599998474121094,34.279998779296875,33.38999938964844,30.176193237304688,114.3334,QQQ
2009-05-19,34.15999984741211,34.7400016784668,33.95000076293945,30.31719207763672,129.0864,QQQ
2009-05-20,34.529998779296875,35.040000915527344,34.18000030517578,30.211427688598633,131.8737,QQQ
2009-05-21,34.02000045776367,34.2599983215332,33.310001373291016,29.656206130981445,139.2532,QQQ
2009-05-22,33.779998779296875,33.970001220703125,33.31999969482422,29.55925750732422,83.5106,QQQ
2009-05-26,33.25,34.83000183105469,33.18000030517578,30.660898208618164,144.8572,QQQ
2009-05-27,34.689998626708984,35.189998626708984,34.43000030517578,30.44938850402832,121.3488,QQQ
2009-05-28,34.7599983215332,35.06999969482422,34.209999084472656,30.801910400390625,118.9313,QQQ
2009-05-29,34.970001220703125,35.5,34.7599983215332,31.18087387084961,111.5357,QQQ
2009-06-01,35.7599983215332,36.5,35.61000061035156,32.071006774902344,119.1262,QQQ
2009-06-02,36.189998626708984,36.790000915527344,36.11000061035156,32.11506271362305,126.8586,QQQ
2009-06-03,36.33000183105469,36.369998931884766,35.93000030517578,32.01811981201172,93.3298,QQQ
2009-06-04,36.40999984741211,36.790000915527344,36.34000015258789,32.37947082519531,89.2806,QQQ
2009-06-05,36.959999084472656,37.08000183105469,36.41999816894531,32.41470718383789,121.9588,QQQ
2009-06-08,36.54999923706055,36.95000076293945,36.119998931884766,32.31776428222656,89.1941,QQQ
2009-06-09,36.84000015258789,37.16999816894531,36.66999816894531,32.56453323364258,109.1878,QQQ
2009-06-10,37.15999984741211,37.16999816894531,36.290000915527344,32.44996643066406,133.4047,QQQ
2009-06-11,36.77000045776367,37.22999954223633,36.75,32.44996643066406,147.9098,QQQ
2009-06-12,36.66999816894531,36.720001220703125,36.20000076293945,32.30014419555664,109.4525,QQQ
2009-06-15,36.29999923706055,36.33000183105469,35.58000183105469,31.639163970947266,112.1529,QQQ
2009-06-16,36.040000915527344,36.189998626708984,35.52000045776367,31.330699920654297,110.5503,QQQ
2009-06-17,35.70000076293945,36.209999084472656,35.45000076293945,31.630334854125977,153.4218,QQQ
2009-06-18,35.83000183105469,36.060001373291016,35.56999969482422,31.568649291992188,126.2667,QQQ
2009-06-19,36.04999923706055,36.36000061035156,35.90999984741211,31.907493591308594,122.0447,QQQ
2009-06-22,35.83000183105469,35.88999938964844,35.02000045776367,30.95449447631836,137.7149,QQQ
2009-06-23,35.18000030517578,35.2599983215332,34.77000045776367,30.883914947509766,114.9031,QQQ
2009-06-24,35.29999923706055,35.869998931884766,35.279998779296875,31.404529571533203,103.3146,QQQ
2009-06-25,35.36000061035156,36.36000061035156,35.279998779296875,32.02220916748047,112.5382,QQQ
2009-06-26,36.119998931884766,36.5,36.04999923706055,32.0927848815918,87.6773,QQQ
2009-06-29,36.470001220703125,36.75,36.119998931884766,32.16339874267578,93.8176,QQQ
2009-06-30,36.54999923706055,36.72999954223633,36.11000061035156,32.101619720458984,97.843,QQQ
2009-07-01,36.560001373291016,36.84000015258789,36.38999938964844,32.1192741394043,85.976,QQQ
2009-07-02,36.09000015258789,36.099998474121094,35.5,31.413349151611328,113.3098,QQQ
2009-07-06,35.380001068115234,35.540000915527344,35.040000915527344,31.24569320678711,107.6325,QQQ
2009-07-07,35.41999816894531,35.4900016784668,34.5099983215332,30.469194412231445,149.773,QQQ
2009-07-08,34.7400016784668,34.869998931884766,34.29999923706055,30.628005981445312,152.7764,QQQ
2009-07-09,34.84000015258789,35.0099983215332,34.650001525878906,30.680959701538086,97.8515,QQQ
2009-07-10,34.66999816894531,35.13999938964844,34.560001373291016,30.813323974609375,108.482,QQQ
2009-07-13,34.95000076293945,35.599998474121094,34.47999954223633,31.404529571533203,127.1403,QQQ
2009-07-14,35.54999923706055,35.790000915527344,35.400001525878906,31.519241333007812,115.6317,QQQ
2009-07-15,36.31999969482422,36.93000030517578,36.13999938964844,32.578125,160.8697,QQQ
2009-07-16,36.75,37.439998626708984,36.720001220703125,32.96636962890625,120.1425,QQQ
2009-07-17,37.349998474121094,37.56999969482422,37.16999816894531,33.142852783203125,104.9065,QQQ
2009-07-20,37.7599983215332,38.0,37.61000061035156,33.460514068603516,97.1688,QQQ
2009-07-21,38.06999969482422,38.18000030517578,37.63999938964844,33.68992614746094,130.5876,QQQ
2009-07-22,38.209999084472656,38.689998626708984,38.130001068115234,33.97232437133789,113.8086,QQQ
2009-07-23,38.459999084472656,39.4900016784668,38.38999938964844,34.72233581542969,160.2393,QQQ
2009-07-24,38.93000030517578,39.369998931884766,38.779998779296875,34.457618713378906,109.3123,QQQ
2009-07-27,39.33000183105469,39.40999984741211,38.869998931884766,34.72233581542969,94.7186,QQQ
2009-07-28,39.18000030517578,39.59000015258789,38.93000030517578,34.48410415649414,111.5643,QQQ
2009-07-29,39.31999969482422,39.43000030517578,39.0,34.71352767944336,126.5382,QQQ
